Courtyard by Marriott New York Manhattan Upper East Side,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.40996169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.15708812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.01532567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.50574713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42.72030651,-1,-1,-1,-1,-1,26.05363985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86.7816092,89.65517241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.09578544,29.69348659,-1,-1
Crowne Plaza Times Square Manhattan,-1,-1,-1,-1,6.980519481,8.279220779,-1,-1,31.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84.17207792,67.53246753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.24350649,28.73376623,31.16883117,-1,-1,-1,-1,74.35064935,100,-1,-1,-1,90.17857143,-1,-1,-1,-1,-1,-1,19.07467532,21.59090909,23.86363636,-1,-1,-1,44.48051948,-1,84.41558442,86.12012987,82.71103896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28.24675325,-1,-1,27.19155844,57.87337662,17.37012987,-1,15.01623377,52.67857143,-1,-1,7.954545455,51.70454545,-1,-1,15.34090909,55.92532468,-1,-1,55.60064935,56.81818182,-1,-1,61.44480519,27.02922078,-1,-1,45.37337662,-1,-1,-1,32.79220779,-1,-1,-1,26.70454545,-1,18.66883117,-1,6.006493506,7.548701299,9.00974026,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.97402597,-1,-1,-1
Days Inn Bronx Near Stadium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.75757576,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75.25252525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.07070707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.07070707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DoubleTree Suites by Hilton New York City - Times Square,-1,-1,33.96984925,-1,13.36683417,12.36180905,28.14070352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.20603015,45.72864322,-1,-1,-1,57.5879397,29.64824121,29.64824121,-1,38.69346734,38.69346734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.03517588,92.16080402,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.99497487,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,62.91457286,66.73366834,63.11557789,54.47236181,-1,34.67336683,39.69849246,-1,-1,-1,-1,88.54271357,-1,-1,77.98994975,-1,-1,-1,-1,-1,73.96984925,86.53266332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.94974874,16.48241206,-1,-1,2.110552764,4.623115578,-1,13.86934673,3.819095477,5.226130653,-1,-1,1.407035176,31.25628141,-1,-1,-1,-1,-1,1.608040201,1.608040201,1.507537688,-1,-1,7.43718593,-1,-1,8.341708543,1.708542714,0,-1,12.56281407,15.07537688,15.07537688,-1,-1,19.59798995,19.59798995,-1,-1,-1,-1,-1,-1,32.16080402,28.04020101,29.24623116,25.6281407,14.67336683,11.05527638,-1,20.8040201,13.26633166,21.30653266,-1
DoubleTree by Hilton Hotel New York - Times Square South,5.135135135,9.459459459,-1,17.56756757,15.35135135,11.45945946,-1,-1,-1,-1,-1,9.405405405,0,10.05405405,-1,2.486486486,-1,-1,11.02702703,-1,-1,-1,-1,-1,-1,-1,-1,33.24324324,34.32432432,36.37837838,33.94594595,38.27027027,37.40540541,-1,36.97297297,34.05405405,-1,-1,-1,42.27027027,-1,-1,-1,-1,39.35135135,21.02702703,17.13513514,16.16216216,-1,42.7027027,42,47.83783784,-1,29.02702703,26,21.67567568,26.21621622,22.81081081,25.72972973,-1,100,90.81081081,86.48648649,47.35135135,30.86486486,-1,-1,29.94594595,-1,30.37837838,28.91891892,-1,39.45945946,-1,-1,28.54054054,-1,43.94594595,-1,-1,-1,-1,22.21621622,-1,-1,-1,-1,-1,-1,28.54054054,-1,26.48648649,-1,-1,23.13513514,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.81081081,20.43243243,-1,17.89189189,-1,21.89189189,-1,-1,25.13513514,-1,23.35135135,-1,-1,-1,-1,-1,-1,-1,19.78378378,-1,-1,12,14.43243243,14.54054054,-1,-1,24.37837838,-1,-1,22.16216216,16.91891892,-1,11.24324324,11.2972973,19.24324324,-1,-1,-1,-1,3.459459459,23.35135135,-1,-1,-1,-1,-1,11.94594595,-1,-1,-1,17.13513514,-1,-1,-1,-1,-1
DoubleTree by Hilton Hotel Newark Airport,27.13178295,14.72868217,20.93023256,-1,6.976744186,11.62790698,-1,-1,27.13178295,10.07751938,20.93023256,-1,-1,-1,-1,-1,6.976744186,11.62790698,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86.04651163,37.98449612,44.18604651,100,13.17829457,41.08527132,55.03875969,-1,39.53488372,17.82945736,25.58139535,-1,8.527131783,14.72868217,-1,-1,-1,-1,-1,-1,61.24031008,34.88372093,39.53488372,-1,30.23255814,34.88372093,59.68992248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.03100775,27.13178295,-1,22.48062016,27.13178295,-1,-1,-1,-1,-1,-1,-1,37.98449612,44.18604651,42.63565891,30.23255814,34.88372093,41.08527132,-1,-1,31.78294574,39.53488372,-1,28.68217054,31.78294574,44.18604651,-1,25.58139535,25.58139535,25.58139535,28.68217054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28.68217054,20.93023256,27.13178295,22.48062016,-1,31.78294574,27.13178295,28.68217054,36.43410853,31.78294574,27.13178295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31.78294574,-1,-1,33.33333333,-1,-1,-1,-1,-1,-1,2.790697674,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DoubleTree by Hilton Metropolitan - New York City,5.287713841,7.465007776,23.79471229,21.46189736,-1,-1,0,5.909797823,10.57542768,-1,-1,-1,17.57387247,-1,-1,-1,-1,9.797822706,17.57387247,-1,-1,5.909797823,-1,-1,59.56454121,69.67340591,72.78382582,71.22861586,-1,46.34525661,-1,-1,84.44790047,76.6718507,60.73094868,55.44323484,93.77916019,79.78227061,96.88958009,100,-1,59.56454121,-1,-1,75.11664075,65.00777605,40.90202177,-1,49.76671851,52.56609642,87.55832037,54.12130638,47.90046656,48.21150855,48.67807154,49.45567652,51.78849145,48.67807154,47.90046656,63.4525661,87.55832037,98.44479005,87.55832037,73.56143079,57.23172628,54.12130638,75.89424572,48.67807154,40.1244168,26.90513219,26.90513219,-1,64.23017107,58.78693624,44.79004666,-1,65.78538103,-1,-1,62.67496112,53.65474339,-1,50.23328149,51.78849145,-1,-1,72.00622084,67.26283048,66.562986,-1,65.00777605,58.78693624,-1,-1,41.67962675,-1,-1,46.8118196,58.00933126,-1,-1,67.34059098,33.59253499,-1,-1,21.30637636,27.06065319,27.37169518,-1,27.06065319,13.76360809,12.75272162,35.30326594,16.09642302,21.30637636,-1,22.08398134,27.06065319,47.27838258,46.96734059,-1,28.30482115,-1,-1,16.17418351,24.18351477,21.61741835,32.97045101,12.28615863,11.19751166,10.96423017,9.953343701,44.01244168,16.01866252,27.68273717,21.07309487,11.27527216,44.16796267,-1,15.24105754,23.2503888,23.2503888,19.82892691,9.175738725,-1,-1,17.96267496,-1,-1,13.14152411,-1,-1,17.02954899,27.52721617,23.63919129,13.60808709,68.58475894,61.11975117,38.64696734,35.69206843
DoubleTree by Hilton New York City - Chelsea,25.98360656,23.03278689,25.81967213,30.08196721,-1,21.55737705,-1,-1,39.83606557,28.19672131,11.63934426,26.63934426,-1,27.70491803,33.60655738,17.86885246,33.1147541,21.96721311,-1,-1,-1,-1,26.96721311,-1,-1,-1,68.52459016,59.01639344,-1,39.01639344,-1,76.2295082,-1,-1,59.83606557,-1,-1,-1,82.37704918,72.45901639,-1,40.49180328,-1,-1,54.59016393,54.59016393,-1,50.16393443,56.72131148,71.06557377,69.59016393,57.95081967,-1,61.14754098,-1,53.93442623,-1,72.62295082,-1,-1,83.52459016,85,-1,79.91803279,-1,-1,100,77.78688525,-1,52.13114754,52.86885246,-1,61.2295082,63.44262295,61.72131148,37.95081967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.91803279,50.6557377,43.27868852,-1,-1,57.45901639,-1,-1,-1,-1,-1,-1,-1,41.31147541,36.8852459,43.44262295,41.2295082,35,34.91803279,33.85245902,30.90163934,43.44262295,43.44262295,48.85245902,-1,-1,64.50819672,-1,-1,-1,58.68852459,39.75409836,69.59016393,33.03278689,36.55737705,33.52459016,-1,30.08196721,25.6557377,20.57377049,19.26229508,37.04918033,33.1147541,25.73770492,37.45901639,-1,-1,13.52459016,22.04918033,-1,4.918032787,2.459016393,0.737704918,23.03278689,-1,-1,0,-1,-1,0.081967213,13.36065574,-1,-1,-1,-1,39.83606557,44.50819672,43.68852459,56.06557377
DoubleTree by Hilton New York City - Financial District,29.48593598,41.12512124,43.06498545,50.82444229,-1,29.48593598,23.66634336,26.57613967,25.60620757,24.63627546,24.63627546,28.51600388,14.93695441,16.87681862,35.30552861,22.69641125,24.63627546,19.78661494,9.117361785,9.117361785,24.63627546,19.78661494,18.81668283,-1,46.55674103,93.01648885,-1,53.15227934,-1,-1,-1,-1,82.73520854,94.76236663,77.59456838,52.18234724,-1,-1,100,91.75557711,-1,-1,74.87875849,61.1057226,64.50048497,74.78176528,-1,-1,71.48399612,75.07274491,76.91561591,60.42677013,78.37051406,61.59068865,56.06207565,-1,70.70805044,77.01260912,85.45101843,86.71193016,-1,99.12706111,-1,95.44131911,58.97187197,-1,91.36760427,77.01260912,-1,-1,54.51018429,61.29970902,98.157129,89.91270611,-1,88.06983511,65.37342386,-1,87.77885548,73.32686712,58.2929195,60.03879728,56.06207565,59.06886518,-1,-1,-1,-1,-1,53.05528613,74.68477207,50.82444229,-1,40.05819593,54.70417071,20.07759457,65.7613967,64.11251212,33.46265761,-1,74.9757517,65.85838991,48.30261882,-1,31.32880698,36.0814743,30.84384093,47.42967992,-1,-1,58.77788555,37.73035887,52.18234724,43.16197866,41.51309408,31.5227934,-1,-1,44.61687682,-1,-1,38.02133851,41.22211445,52.47332687,22.98739088,22.50242483,26.47914646,42.87099903,-1,33.85063046,30.16488846,32.20174588,34.82056256,-1,52.08535403,-1,25.31522793,-1,-1,-1,-1,0,1.454898157,4.558680892,-1,-1,-1,-1,-1,16.48884578,-1,-1,-1,29.77691562,-1,-1,-1,63.82153249,-1,-1
Dumont NYC-an Affinia hotel,-1,-1,-1,-1,-1,0.11820331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,93.73522459,-1,-1,-1,-1,52.24586288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96.3356974,96.21749409,79.07801418,33.33333333,37.23404255,81.32387707,83.21513002,20.44917258,22.81323877,52.95508274,58.39243499,73.87706856,38.41607565,27.54137116,7.328605201,81.56028369,-1,-1,-1,55.08274232,-1,-1,-1,-1,-1,42.55319149,-1,-1,39.95271868,39.95271868,61.22931442,-1,-1,-1,-1,-1,-1,90.42553191,-1,-1,80.02364066,-1,-1,-1,-1,-1,-1,-1,-1,72.34042553,-1,-1,-1,-1,-1,-1,73.1678487,68.67612293,-1,-1,49.17257683,-1,-1,47.04491726,51.77304965,51.65484634,51.77304965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2.364066194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Embassy Suites Newark Airport,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Eventi Hotel a Kimpton Hotel,2.669717773,3.279938978,4.118993135,5.415713196,-1,4.65293669,3.127383677,0.305110603,-1,12.66209001,14.49275362,17.69641495,3.966437834,0,6.941266209,4.65293669,-1,-1,17.54385965,-1,-1,17.84897025,2.745995423,8.161708619,-1,-1,-1,-1,37.98627002,47.67353166,51.63996949,76.201373,-1,70.4805492,-1,-1,-1,67.12433257,70.7856598,76.73531655,-1,35.01144165,35.16399695,-1,-1,42.02898551,38.36765828,-1,-1,-1,59.11517925,65.064836,-1,-1,-1,-1,66.20900076,-1,52.17391304,66.43783371,100,-1,-1,-1,48.74141876,62.09000763,68.49733028,-1,57.05568268,60.94584287,47.97864226,46.75819985,-1,-1,-1,-1,-1,-1,-1,-1,69.41266209,-1,-1,71.85354691,-1,-1,-1,-1,77.87948131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.266209,-1,73.83676583,46.37681159,38.13882532,34.40122044,36.23188406,38.21510297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34.09610984,37.22349352,44.62242563,42.48665141,32.57055683,36.23188406,45.99542334,47.67353166,42.10526316,29.9771167,-1,-1,-1,-1,-1,31.65522502,28.29900839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fairfield Inn by Marriott LaGuardia Airport Flushing,71.42857143,85.71428571,100,-1,-1,-1,85.71428571,28.57142857,57.14285714,28.57142857,50,92.85714286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85.71428571,64.28571429,-1,-1,85.71428571,-1,-1,-1,-1,-1,-1,-1,-1,78.57142857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85.71428571,35.71428571,-1,-1,35.71428571,-1,-1,-1,-1,-1,85.71428571,-1,85.71428571,57.14285714,-1,-1,-1,71.42857143,-1,-1,-1,-1,-1,-1,42.85714286,14.28571429,-1,-1,28.57142857,-1,-1,-1,35.71428571,50,-1,-1,-1,-1,-1,-1,50,14.28571429,-1,-1,35.71428571,-1,-1,-1,-1,-1,-1,-1,78.57142857,78.57142857,-1,-1,-1,-1,-1,28.57142857,28.57142857,28.57142857,-1,-1,78.57142857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.71428571,0,-1,-1,0,-1,-1,-1,-1,-1,-1
Four Seasons Hotel New York,1.328502415,5.314009662,-1,-1,-1,-1,-1,-1,1.328502415,5.314009662,-1,-1,-1,5.314009662,-1,-1,0,2.657004831,-1,-1,-1,-1,-1,-1,52.17391304,52.65700483,56.76328502,62.07729469,-1,-1,52.17391304,47.34299517,56.03864734,50,52.65700483,72.46376812,56.52173913,56.52173913,63.76811594,61.352657,44.44444444,44.44444444,44.44444444,47.34299517,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.26086957,48.30917874,57.24637681,53.62318841,37.19806763,63.76811594,100,-1,-1,53.14009662,53.62318841,-1,37.19806763,39.61352657,42.02898551,34.7826087,37.19806763,39.61352657,-1,32.36714976,32.36714976,39.61352657,35.99033816,49.03381643,67.39130435,48.30917874,53.62318841,-1,-1,48.30917874,-1,57.24637681,50.48309179,53.14009662,53.62318841,47.34299517,42.99516908,39.61352657,42.02898551,34.7826087,37.19806763,39.61352657,44.44444444,42.02898551,39.61352657,37.19806763,34.7826087,44.44444444,44.44444444,48.06763285,56.03864734,47.34299517,44.44444444,53.14009662,42.02898551,44.44444444,44.44444444,39.61352657,49.27536232,56.03864734,44.44444444,55.55555556,-1,44.44444444,53.14009662,50.24154589,-1,-1,-1,-1,56.03864734,-1,-1,53.14009662,56.03864734,-1,-1,53.14009662,-1,44.44444444,44.44444444,46.85990338,49.75845411,-1,-1,-1,-1,42.02898551,32.36714976,32.36714976,32.36714976,30.31400966,31.71497585,29.87922705,30.31400966,32.36714976,32.36714976,32.36714976,34.7826087,32.36714976,39.61352657,37.19806763,38.88888889,46.85990338,48.30917874,42.99516908,-1
GEM Hotel - Chelsea an Ascend Hotel Collection Member,-1,-1,34.94570582,-1,-1,30.50345508,-1,25.66633761,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.06712734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.0029615,69.20039487,-1,41.85587364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98.51924975,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,76.90029615,84.69891412,-1,-1,-1,-1,-1,-1,62.68509378,66.04146101,61.50049358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45.50839092,-1,31.49062192,-1,52.41855874,53.40572557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.22507404,31.39190523,27.83810464,-1,-1,57.65054294,46.59427443
Gild Hall A Thompson Hotel,54.44250871,47.82229965,46.2543554,-1,-1,-1,-1,-1,44.16376307,38.24041812,40.59233449,-1,30.05226481,30.74912892,33.53658537,27.26480836,26.56794425,-1,-1,-1,-1,-1,-1,-1,53.04878049,47.4738676,53.04878049,54.44250871,-1,-1,54.44250871,48.86759582,-1,66.98606272,60.0174216,-1,64.89547038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95.73170732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84.40766551,82.31707317,94.25087108,75,-1,84.40766551,80.05226481,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.06968641,69.68641115,70.29616725,57.83972125,49.3902439,59.84320557,-1,-1,59.84320557,-1,-1,55.92334495,46.77700348,58.53658537,63.41463415,-1,-1,-1,-1,-1,-1,-1,-1,63.06620209,65.06968641,72.29965157,70.29616725,52.00348432,-1,49.3902439,53.31010453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45.55749129,44.16376307,53.39721254,57.40418118,43.1184669,32.75261324,45.47038328,-1,25.95818815,43.37979094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,5.226480836,-1,-1,47.38675958,51.04529617,-1,39.02439024,19.42508711,77.70034843,100
Grand Hyatt New York,18.19595645,23.3281493,28.14930016,29.8600311,16.01866252,8.087091757,12.59720062,8.398133748,-1,-1,-1,12.59720062,1.244167963,18.19595645,18.19595645,26.5940902,7.698289269,8.398133748,11.19751166,9.797822706,20.68429238,16.718507,-1,17.10730949,-1,-1,-1,76.6718507,47.12286159,-1,47.12286159,-1,76.6718507,-1,45.56765163,39.34681182,-1,-1,-1,100,68.89580093,68.89580093,67.34059098,59.56454121,70.45101089,-1,50.23328149,59.56454121,-1,-1,-1,48.67807154,-1,58.78693624,47.12286159,40.90202177,68.89580093,64.23017107,50.23328149,-1,-1,78.22706065,67.34059098,70.45101089,59.56454121,-1,59.56454121,54.89891135,-1,-1,-1,53.3437014,-1,67.34059098,65.78538103,70.45101089,-1,-1,-1,-1,-1,-1,-1,85.22550544,-1,-1,58.00933126,67.34059098,75.11664075,65.78538103,76.6718507,-1,-1,65.78538103,58.00933126,-1,78.22706065,67.34059098,68.89580093,72.00622084,-1,63.4525661,63.4525661,61.89735614,44.01244168,45.56765163,44.01244168,64.23017107,-1,-1,-1,-1,50.54432348,54.27682737,44.94556765,61.11975117,71.22861586,56.92068429,67.34059098,-1,46.34525661,30.79315708,43.2348367,44.79004666,16.01866252,23.79471229,28.46034215,30.0155521,30.0155521,19.12908243,20.68429238,12.90824261,-1,37.79160187,26.90513219,39.34681182,20.68429238,37.79160187,36.23639191,6.531881804,13.68584759,-1,-1,5.598755832,0,6.065318818,6.065318818,37.79160187,9.642301711,23.79471229,13.99688958,0,-1,65.78538103,37.79160187,26.12752722,74.65007776,68.11819596,60.80870918,-1
Hampton Inn & Suites Staten Island,-1,-1,-1,-1,-1,-1,-1,-1,0.367647059,0,-1,-1,13.60294118,13.60294118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.17647059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.17647059,19.11764706,43.01470588,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,96.32352941,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.17647059,41.17647059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hampton Inn JFK Airport,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26.99228792,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,100,74.29305913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.18251928,-1,56.29820051,-1,-1,-1,31.87660668,27.24935733,40.35989717,36.24678663,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.29820051,-1,-1,-1,56.29820051,56.29820051,-1,-1,46.01542416,56.29820051,-1,-1,46.01542416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hampton Inn Madison Square Garden Area Hotel,26.35869565,22.21467391,27.17391304,26.1548913,-1,19.1576087,-1,-1,32.20108696,15.08152174,17.73097826,31.25,5.434782609,6.046195652,6.046195652,27.51358696,-1,4.347826087,21.94293478,-1,-1,5.502717391,7.269021739,-1,-1,-1,51.35869565,49.5923913,31.72554348,33.49184783,40.35326087,48.36956522,-1,52.64945652,41.57608696,-1,61.48097826,61.48097826,71.26358696,-1,-1,-1,-1,-1,-1,58.42391304,29.07608696,-1,52.98913043,99.66032609,65.42119565,67.86684783,-1,100,-1,-1,-1,-1,-1,47.35054348,56.79347826,-1,-1,60.66576087,42.1875,48.36956522,58.15217391,47.75815217,-1,48.98097826,46.53532609,-1,47.75815217,46.53532609,44.70108696,42.1875,-1,-1,-1,48.36956522,-1,-1,44.70108696,39.74184783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.4673913,-1,-1,20.92391304,23.98097826,26.42663043,28.26086957,-1,29.2798913,29.2798913,17.86684783,-1,28.66847826,25.06793478,-1,36.41304348,28.46467391,-1,-1,-1,-1,-1,-1,18.95380435,19.63315217,22.82608696,20.78804348,-1,-1,21.33152174,-1,-1,-1,19.56521739,19.56521739,-1,23.8451087,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.24184783,27.30978261,-1,22.35054348
Hampton Inn Manhattan Downtown-Financial District,-1,28.17460317,31.94444444,-1,13.78968254,15.57539683,-1,-1,-1,-1,31.94444444,-1,14.08730159,12.20238095,15.97222222,-1,-1,10.31746032,8.432539683,-1,16.07142857,8.432539683,-1,-1,82.53968254,62.00396825,53.07539683,-1,-1,-1,-1,-1,96.13095238,-1,-1,-1,-1,65.57539683,75.3968254,97.12301587,56.54761905,59.32539683,81.6468254,84.32539683,75.3968254,64.38492063,69.1468254,53.07539683,-1,-1,-1,-1,64.98015873,-1,-1,-1,84.72222222,-1,82.14285714,70.83333333,97.02380952,100,-1,-1,70.63492063,68.75,89.88095238,-1,43.25396825,48.21428571,-1,-1,-1,-1,65.87301587,68.25396825,80.6547619,64.98015873,79.06746032,-1,46.13095238,41.36904762,-1,35.81349206,-1,-1,-1,-1,-1,-1,-1,-1,43.5515873,53.47222222,49.50396825,51.88492063,-1,47.51984127,-1,-1,51.28968254,44.1468254,49.50396825,46.82539683,38.78968254,33.43253968,49.50396825,48.61111111,38.78968254,32.73809524,-1,-1,49.50396825,44.1468254,34.32539683,37.00396825,57.53968254,48.61111111,49.50396825,-1,-1,49.50396825,45.03968254,50.3968254,34.32539683,28.96825397,34.32539683,55.75396825,-1,21.23015873,17.36111111,21.62698413,31.6468254,21.82539683,20.93253968,30.75396825,-1,47.12301587,58.43253968,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.61111111,43.25396825,-1
